emp_no,dept_no,,emp_no,vlookup
457621,d005,,,
457621,d009,,,
457622,d006,,,
457623,d004,,,
457624,d009,,,
457625,d004,,,
457626,d006,,,
457627,d005,,,
457628,d005,,,
457629,d004,,,
457629,d005,,,
457630,d005,,,
457631,d005,,,
457632,d009,,,
457633,d007,,,
457634,d004,,,
457635,d004,,,
457636,d003,,,
457637,d002,,,
457638,d008,,,
457639,d004,,,
457639,d006,,,
457640,d008,,,
457641,d005,,,
457642,d001,,,
457643,d005,,,
457644,d009,,,
457645,d002,,,
457646,d005,,,
457647,d005,,,
457647,d008,,,
457648,d009,,,
457649,d002,,,
457650,d007,,,
457651,d005,,,
457652,d003,,,
457653,d006,,,
457654,d005,,,
457655,d007,,,
457656,d004,,,
457656,d005,,,
457657,d005,,,
457658,d009,,,
457659,d004,,,
457660,d002,,,
457661,d005,,,
457662,d004,,,
457663,d005,,,
457664,d002,,,
457664,d007,,,
457665,d004,,,
457666,d002,,,
457667,d008,,,
457668,d004,,,
457669,d005,,,
457670,d007,,,
457671,d005,,,
457672,d005,,,
457672,d008,,,
457673,d004,,,
457674,d001,,,
457675,d004,,,
457676,d007,,,
457677,d005,,,
457678,d002,,,
457679,d005,,,
457680,d003,,,
457681,d001,,,
457681,d007,,,
457682,d004,,,
457683,d008,,,
457684,d004,,,
457685,d005,,,
457686,d006,,,
457687,d002,,,
457688,d006,,,
457689,d007,,,
457690,d004,,,
457690,d009,,,
457691,d004,,,
457692,d006,,,
457693,d008,,,
457694,d005,,,
457695,d004,,,
457696,d004,,,
457697,d008,,,
457698,d001,,,
457698,d007,,,
457699,d005,,,
457700,d004,,,
457701,d001,,,
457702,d001,,,
457703,d009,,,
457704,d003,,,
457705,d007,,,
457706,d007,,,
457707,d004,,,
457707,d006,,,
457708,d005,,,
457709,d006,,,
457710,d005,,,
457711,d005,,,
457712,d007,,,
457713,d009,,,
457714,d007,,,
457715,d004,,,
457716,d007,,,
457716,d009,,,
457717,d005,,,
457718,d001,,,
457719,d004,,,
457720,d004,,,
457721,d003,,,
457722,d004,,,
457723,d004,,,
457724,d004,,,
457725,d008,,,
457726,d002,,,
457726,d003,,,
457727,d003,,,
457728,d007,,,
457729,d007,,,
457730,d004,,,
457731,d005,,,
457732,d009,,,
457733,d004,,,
457734,d004,,,
457735,d007,,,
457735,d009,,,
457736,d004,,,
457737,d005,,,
457738,d004,,,
457739,d006,,,
457740,d003,,,
457741,d005,,,
457742,d006,,,
457743,d004,,,
457743,d005,,,
457744,d009,,,
457745,d009,,,
457746,d005,,,
457747,d007,,,
457748,d007,,,
457749,d007,,,
457750,d005,,,
457751,d005,,,
457752,d004,,,
457753,d001,,,
457753,d009,,,
457754,d004,,,
457755,d008,,,
457756,d004,,,
457757,d006,,,
457758,d007,,,
457759,d006,,,
457760,d007,,,
457761,d003,,,
457762,d009,,,
457763,d005,,,
457764,d004,,,
457764,d008,,,
457765,d009,,,
457766,d007,,,
457767,d007,,,
457768,d007,,,
457769,d005,,,
457770,d007,,,
457771,d004,,,
457772,d008,,,
457773,d004,,,
457774,d004,,,
457775,d004,,,
457775,d009,,,
457776,d004,,,
457777,d005,,,
457778,d004,,,
457779,d005,,,
457780,d005,,,
457781,d002,,,
457782,d005,,,
457783,d005,,,
457783,d008,,,
457784,d004,,,
457785,d005,,,
457786,d005,,,
457787,d004,,,
457788,d002,,,
457789,d005,,,
457790,d004,,,
457791,d009,,,
457792,d004,,,
457792,d006,,,
457793,d005,,,
457794,d004,,,
457795,d003,,,
457796,d001,,,
457797,d003,,,
457798,d005,,,
457799,d009,,,
457800,d002,,,
457800,d007,,,
457801,d007,,,
457802,d007,,,
457803,d003,,,
457804,d005,,,
457805,d002,,,
457806,d004,,,
457807,d009,,,
457808,d004,,,
457809,d005,,,
457809,d008,,,
457810,d003,,,
457811,d006,,,
457812,d004,,,
457813,d004,,,
457814,d009,,,
457815,d005,,,
457816,d005,,,
457817,d007,,,
457818,d005,,,
457819,d001,,,
457819,d007,,,
457820,d005,,,
457821,d007,,,
457822,d001,,,
457823,d005,,,
457824,d004,,,
457825,d004,,,
457826,d005,,,
457827,d004,,,
457828,d005,,,
457829,d004,,,
457829,d006,,,
457830,d001,,,
457831,d001,,,
457832,d005,,,
457833,d004,,,
457834,d008,,,
457835,d005,,,
457836,d005,,,
457837,d005,,,
457837,d008,,,
457838,d004,,,
457839,d001,,,
457840,d005,,,
457841,d004,,,
457842,d005,,,
457843,d007,,,
457844,d003,,,
457845,d006,,,
457846,d002,,,
457847,d004,,,
457847,d008,,,
457848,d004,,,
457849,d007,,,
457850,d009,,,
457851,d004,,,
457852,d002,,,
457853,d004,,,
457854,d008,,,
457855,d008,,,
457856,d004,,,
457856,d009,,,
457857,d009,,,
457858,d005,,,
457859,d004,,,
457860,d005,,,
457861,d003,,,
457862,d005,,,
457863,d001,,,
457864,d007,,,
457865,d005,,,
457865,d006,,,
457866,d004,,,
457867,d007,,,
457868,d005,,,
457869,d006,,,
457870,d003,,,
457871,d005,,,
457872,d004,,,
457873,d005,,,
457874,d002,,,
457874,d003,,,
457875,d007,,,
457876,d004,,,
457877,d005,,,
457878,d007,,,
457879,d005,,,
457880,d007,,,
457881,d004,,,
457882,d004,,,
457882,d006,,,
457883,d006,,,
457884,d005,,,
457885,d001,,,
457886,d005,,,
457887,d002,,,
457888,d005,,,
457889,d005,,,
457890,d004,,,
457890,d005,,,
457891,d002,,,
457892,d004,,,
457893,d009,,,
457894,d004,,,
457895,d001,,,
457896,d007,,,
457897,d003,,,
457898,d005,,,
457899,d005,,,
457899,d008,,,
457900,d007,,,
457901,d002,,,
457902,d003,,,
457903,d007,,,
457904,d007,,,
457905,d004,,,
457906,d004,,,
457907,d007,,,
457908,d005,,,
457909,d004,,,
457909,d006,,,
457910,d004,,,
457911,d006,,,
457912,d002,,,
457913,d004,,,
457914,d005,,,
457915,d009,,,
457916,d009,,,
457917,d005,,,
457918,d004,,,
457918,d009,,,
457919,d006,,,
457920,d007,,,
457921,d007,,,
457922,d004,,,
457923,d009,,,
457924,d008,,,
457925,d002,,,
457926,d004,,,
457927,d005,,,
457927,d008,,,
457928,d007,,,
457929,d006,,,
457930,d005,,,
457931,d005,,,
457932,d005,,,
457933,d004,,,
457934,d005,,,
457935,d004,,,
457936,d006,,,
457937,d005,,,
457938,d001,,,
457938,d009,,,
457939,d005,,,
457940,d004,,,
457941,d004,,,
457942,d007,,,
457943,d004,,,
457944,d005,,,
457945,d002,,,
457946,d005,,,
457947,d004,,,
457948,d005,,,
457949,d004,,,
457949,d005,,,
457950,d004,,,
457951,d005,,,
457952,d003,,,
457953,d005,,,
457954,d002,,,
457955,d008,,,
457956,d002,,,
457957,d002,,,
457958,d009,,,
457959,d004,,,
457959,d009,,,
457960,d005,,,
457961,d005,,,
457962,d007,,,
457963,d004,,,
457964,d005,,,
457965,d004,,,
457966,d007,,,
457967,d005,,,
457967,d008,,,
457968,d004,,,
457969,d005,,,
457970,d005,,,
457971,d005,,,
457972,d005,,,
457973,d007,,,
457974,d007,,,
457975,d003,,,
457976,d005,,,
457977,d004,,,
457977,d006,,,
457978,d005,,,
457979,d007,,,
457980,d005,,,
457981,d001,,,
457982,d004,,,
457983,d006,,,
457984,d005,,,
457985,d003,,,
457986,d002,,,
457987,d001,,,
457987,d009,,,
457988,d004,,,
457989,d007,,,
457990,d005,,,
457991,d004,,,
457992,d008,,,
457993,d004,,,
457994,d001,,,
457995,d001,,,
457995,d003,,,
457996,d002,,,
457997,d003,,,
457998,d004,,,
457999,d005,,,
458000,d007,,,
458001,d001,,,
458002,d004,,,
458003,d005,,,
458003,d009,,,
458004,d001,,,
458005,d007,,,
458006,d007,,,
458007,d004,,,
458008,d004,,,
458009,d005,,,
458010,d005,,,
458011,d003,,,
458012,d004,,,
458012,d006,,,
458013,d004,,,
458014,d004,,,
458015,d005,,,
458016,d001,,,
458017,d007,,,
458018,d008,,,
458019,d008,,,
458020,d005,,,
458021,d002,,,
458022,d005,,,
458023,d005,,,
458023,d008,,,
458024,d004,,,
458025,d007,,,
458026,d009,,,
458027,d003,,,
458028,d007,,,
458029,d005,,,
458030,d004,,,
458031,d002,,,
458032,d004,,,
458033,d004,,,
458034,d004,,,
458034,d009,,,
458035,d005,,,
458036,d005,,,
458037,d009,,,
458038,d007,,,
458039,d005,,,
458040,d007,,,
458041,d003,,,
458042,d004,,,
458043,d005,,,
458044,d004,,,
458044,d009,,,
458045,d005,,,
458046,d007,,,
458047,d007,,,
458048,d007,,,
458049,d005,,,
458050,d002,,,
458051,d003,,,
458052,d005,,,
458053,d001,,,
458054,d005,,,
458054,d006,,,
458055,d005,,,
458056,d003,,,
458057,d008,,,
458058,d005,,,
458059,d004,,,
458060,d005,,,
458061,d007,,,
458062,d008,,,
458063,d001,,,
458063,d009,,,
458064,d005,,,
458065,d006,,,
458066,d005,,,
458067,d005,,,
458068,d003,,,
458069,d005,,,
458070,d007,,,
458071,d003,,,
458072,d005,,,
458072,d008,,,
458073,d005,,,
458074,d001,,,
458075,d005,,,
458076,d004,,,
458077,d005,,,
458078,d004,,,
458079,d005,,,
458080,d001,,,
458080,d003,,,
458081,d004,,,
458082,d007,,,
458083,d004,,,
458084,d007,,,
458085,d004,,,
458086,d005,,,
458087,d004,,,
458088,d004,,,
458089,d005,,,
458089,d006,,,
458090,d005,,,
458091,d005,,,
458092,d004,,,
458093,d004,,,
458094,d003,,,
458095,d001,,,
458096,d004,,,
458097,d004,,,
458097,d005,,,
458098,d009,,,
458099,d005,,,
458100,d007,,,
458101,d002,,,
458102,d005,,,
458103,d004,,,
458104,d005,,,
458105,d005,,,
458106,d002,,,
458107,d007,,,
458108,d001,,,
458108,d007,,,
458109,d005,,,
458110,d003,,,
458111,d004,,,
458112,d007,,,
458113,d001,,,
458114,d005,,,
458115,d009,,,
458116,d004,,,
458117,d001,,,
458118,d001,,,
458118,d007,,,
458119,d005,,,
458120,d001,,,
458121,d008,,,
458122,d007,,,
458123,d001,,,
458124,d005,,,
458125,d004,,,
458126,d007,,,
458127,d005,,,
458128,d005,,,
458129,d004,,,
458129,d009,,,
458130,d005,,,
458131,d007,,,
458132,d004,,,
458133,d003,,,
458134,d003,,,
458135,d005,,,
458136,d008,,,
458137,d001,,,
458138,d004,,,
458138,d006,,,
458139,d004,,,
458140,d003,,,
458141,d001,,,
458142,d004,,,
458143,d002,,,
458144,d006,,,
458145,d004,,,
458146,d005,,,
458147,d007,,,
458147,d009,,,
458148,d004,,,
458149,d007,,,
458150,d005,,,
458151,d005,,,
458152,d005,,,
458153,d005,,,
458154,d004,,,
458155,d005,,,
458156,d004,,,
458156,d009,,,
458157,d007,,,
458158,d005,,,
458159,d005,,,
458160,d004,,,
458161,d005,,,
458162,d005,,,
458163,d005,,,
458164,d004,,,
458164,d009,,,
458165,d006,,,
458166,d006,,,
458167,d004,,,
458168,d004,,,
458169,d004,,,
458170,d004,,,
458171,d004,,,
458172,d004,,,
458173,d004,,,
458174,d005,,,
458174,d008,,,
458175,d007,,,
458176,d004,,,
458177,d002,,,
458178,d005,,,
458179,d004,,,
458180,d005,,,
458181,d005,,,
458182,d004,,,
458183,d006,,,
458184,d004,,,
458184,d006,,,
458185,d004,,,
458186,d004,,,
458187,d009,,,
458188,d004,,,
458189,d005,,,
458190,d008,,,
458191,d008,,,
458192,d003,,,
458193,d007,,,
458194,d001,,,
458194,d007,,,
458195,d005,,,
458196,d004,,,
458197,d007,,,
458198,d004,,,
458199,d005,,,
458200,d006,,,
458201,d005,,,
458202,d003,,,
458203,d004,,,
458204,d002,,,
458204,d003,,,
458205,d005,,,
458206,d005,,,
458207,d008,,,
458208,d004,,,
458209,d004,,,
458210,d002,,,
458211,d007,,,
458212,d005,,,
458213,d005,,,
458213,d008,,,
458214,d005,,,
458215,d004,,,
458216,d005,,,
458217,d002,,,
458218,d003,,,
458219,d007,,,
458220,d005,,,
458221,d002,,,
458221,d003,,,
458222,d007,,,
458223,d004,,,
458224,d004,,,
458225,d007,,,
458226,d005,,,
458227,d009,,,
458228,d004,,,
458229,d007,,,
458230,d005,,,
458231,d004,,,
458231,d006,,,
458232,d008,,,
458233,d002,,,
458234,d008,,,
458235,d005,,,
458236,d005,,,
458237,d004,,,
458238,d005,,,
458239,d009,,,
458240,d005,,,
458241,d007,,,
458242,d004,,,
458242,d008,,,
458243,d008,,,
458244,d009,,,
458245,d002,,,
458246,d004,,,
458247,d008,,,
458248,d004,,,
458249,d005,,,
458250,d005,,,
458251,d002,,,
458251,d003,,,
458252,d001,,,
458253,d005,,,
458254,d001,,,
458255,d005,,,
458256,d002,,,
458257,d004,,,
458258,d005,,,
458259,d006,,,
458260,d001,,,
458260,d003,,,
458261,d001,,,
458262,d005,,,
458263,d002,,,
458264,d004,,,
458265,d007,,,
458266,d007,,,
458267,d002,,,
458268,d004,,,
458268,d005,,,
458269,d004,,,
458270,d005,,,
458271,d005,,,
458272,d003,,,
458273,d004,,,
458274,d002,,,
458275,d005,,,
458276,d007,,,
458277,d007,,,
458278,d004,,,
458278,d008,,,
458279,d005,,,
458280,d005,,,
458281,d004,,,
458282,d004,,,
458283,d002,,,
458284,d007,,,
458285,d001,,,
458286,d005,,,
458287,d007,,,
458288,d004,,,
458288,d009,,,
458289,d004,,,
458290,d008,,,
458291,d007,,,
458292,d004,,,
458293,d005,,,
458294,d002,,,
458295,d001,,,
458296,d003,,,
458297,d004,,,
458297,d009,,,
458298,d006,,,
458299,d009,,,
458300,d004,,,
458301,d003,,,
458302,d007,,,
458303,d003,,,
458304,d005,,,
458305,d005,,,
458306,d007,,,
458307,d004,,,
458308,d001,,,
458308,d007,,,
458309,d005,,,
458310,d004,,,
458311,d001,,,
458312,d004,,,
458313,d005,,,
458314,d007,,,
458315,d002,,,
458316,d007,,,
458317,d005,,,
458317,d008,,,
458318,d001,,,
458319,d005,,,
458320,d007,,,
458321,d006,,,
458322,d007,,,
458323,d009,,,
458324,d001,,,
458325,d005,,,
458326,d005,,,
458327,d002,,,
458327,d003,,,
458328,d006,,,
458329,d006,,,
458330,d005,,,
458331,d004,,,
458332,d005,,,
458333,d005,,,
458334,d002,,,
458335,d005,,,
458335,d008,,,
458336,d006,,,
458337,d005,,,
458338,d002,,,
458339,d004,,,
458340,d003,,,
458341,d004,,,
458342,d004,,,
458343,d004,,,
458344,d008,,,
458345,d004,,,
458345,d008,,,
458346,d005,,,
458347,d005,,,
458348,d005,,,
458349,d004,,,
458350,d006,,,
458351,d008,,,
458352,d004,,,
458353,d005,,,
458354,d004,,,
458355,d001,,,
458355,d003,,,
458356,d005,,,
458357,d007,,,
458358,d005,,,
458359,d001,,,
458360,d001,,,
458361,d003,,,
458362,d006,,,
458363,d003,,,
458364,d005,,,
458364,d008,,,
458365,d005,,,
458366,d003,,,
458367,d006,,,
458368,d005,,,
458369,d005,,,
458370,d005,,,
458371,d003,,,
458372,d007,,,
458373,d007,,,
458374,d004,,,
458374,d008,,,
458375,d004,,,
458376,d007,,,
458377,d005,,,
458378,d005,,,
458379,d002,,,
458380,d006,,,
458381,d006,,,
458382,d001,,,
458382,d007,,,
458383,d005,,,
458384,d007,,,
458385,d007,,,
458386,d002,,,
458387,d007,,,
458388,d007,,,
458389,d007,,,
458390,d005,,,
458391,d001,,,
458391,d007,,,
458392,d005,,,
458393,d004,,,
458394,d007,,,
458395,d008,,,
458396,d008,,,
458397,d004,,,
458398,d005,,,
458399,d004,,,
458400,d004,,,
458400,d009,,,
458401,d005,,,
458402,d004,,,
458403,d005,,,
458404,d006,,,
458405,d007,,,
458406,d005,,,
458407,d006,,,
458408,d004,,,
458408,d005,,,
458409,d008,,,
458410,d001,,,
458411,d005,,,
458412,d002,,,
458413,d005,,,
458414,d001,,,
458415,d004,,,
458416,d005,,,
458417,d005,,,
458418,d004,,,
458418,d008,,,
458419,d005,,,
458420,d005,,,
458421,d004,,,
458422,d009,,,
458423,d006,,,
458424,d008,,,
458425,d005,,,
458426,d004,,,
458427,d007,,,
458428,d001,,,
458428,d007,,,
458429,d002,,,
458430,d004,,,
458431,d005,,,
458432,d005,,,
458433,d008,,,
458434,d005,,,
458435,d004,,,
458436,d005,,,
458437,d007,,,
458437,d009,,,
458438,d003,,,
458439,d007,,,
458440,d005,,,
458441,d004,,,
458442,d003,,,
458443,d005,,,
458444,d007,,,
458445,d004,,,
458446,d005,,,
458446,d008,,,
458447,d005,,,
458448,d008,,,
458449,d002,,,
458450,d001,,,
458451,d005,,,
458452,d007,,,
458453,d001,,,
458454,d005,,,
458455,d005,,,
458456,d004,,,
458456,d009,,,
458457,d003,,,
458458,d006,,,
458459,d004,,,
458460,d004,,,
458461,d002,,,
458462,d007,,,
458463,d006,,,
458464,d002,,,
458464,d007,,,
458465,d004,,,
458466,d005,,,
458467,d007,,,
458468,d003,,,
458469,d005,,,
458470,d004,,,
458471,d005,,,
458472,d007,,,
458473,d005,,,
458473,d008,,,
458474,d004,,,
458475,d004,,,
458476,d008,,,
458477,d004,,,
458478,d007,,,
458479,d004,,,
458480,d004,,,
458481,d007,,,
458482,d006,,,
458483,d004,,,
458483,d009,,,
458484,d004,,,
458485,d005,,,
458486,d009,,,
458487,d004,,,
458488,d005,,,
458489,d005,,,
458490,d005,,,
458491,d005,,,
458492,d005,,,
458492,d008,,,
458493,d002,,,
458494,d009,,,
458495,d008,,,
458496,d003,,,
458497,d001,,,
458498,d009,,,
458499,d005,,,
458500,d009,,,
458501,d006,,,
458502,d005,,,
458503,d001,,,
458503,d007,,,
458504,d005,,,
458505,d004,,,
458506,d005,,,
458507,d009,,,
458508,d005,,,
458509,d001,,,
458510,d005,,,
458511,d004,,,
458512,d004,,,
458513,d003,,,
458514,d005,,,
458514,d008,,,
458515,d004,,,
458516,d006,,,
458517,d005,,,
458518,d004,,,
458519,d005,,,
458520,d005,,,
458521,d004,,,
458522,d004,,,
458522,d006,,,
458523,d009,,,
458524,d001,,,
458525,d007,,,
458526,d004,,,
458527,d005,,,
458528,d007,,,
458529,d009,,,
458530,d002,,,
458531,d004,,,
458531,d006,,,
458532,d004,,,
458533,d005,,,
458534,d005,,,
458535,d007,,,
458536,d005,,,
458537,d008,,,
458538,d008,,,
458539,d005,,,
458540,d007,,,
458541,d007,,,
458541,d009,,,
458542,d005,,,
458543,d007,,,
458544,d006,,,
458545,d004,,,
458546,d004,,,
458547,d004,,,
458548,d005,,,
458549,d004,,,
458550,d003,,,
458551,d004,,,
458551,d006,,,
458552,d004,,,
458553,d002,,,
458554,d005,,,
458555,d001,,,
458556,d004,,,
458557,d002,,,
458558,d005,,,
458559,d005,,,
458560,d004,,,
458561,d002,,,
458561,d003,,,
458562,d007,,,
458563,d004,,,
458564,d007,,,
458565,d008,,,
458566,d008,,,
458567,d007,,,
458568,d005,,,
458569,d002,,,
458570,d004,,,
458570,d009,,,
458571,d008,,,
458572,d006,,,
458573,d009,,,
458574,d004,,,
458575,d004,,,
458576,d005,,,
458577,d004,,,
458578,d007,,,
458579,d005,,,
458579,d006,,,
458580,d009,,,
458581,d004,,,
458582,d005,,,
458583,d007,,,
458584,d005,,,
458585,d005,,,
458586,d002,,,
458587,d004,,,
458588,d005,,,
458589,d005,,,
458590,d004,,,
458590,d006,,,
458591,d003,,,
458592,d003,,,
458593,d004,,,
458594,d004,,,
458595,d001,,,
458596,d005,,,
458597,d007,,,
458598,d001,,,
458598,d009,,,
458599,d007,,,
458600,d007,,,
458601,d005,,,
458602,d004,,,
458603,d003,,,
458604,d005,,,
458605,d005,,,
458606,d005,,,
458607,d004,,,
458607,d006,,,
458608,d008,,,
458609,d005,,,
458610,d005,,,
458611,d007,,,
458612,d007,,,
458613,d008,,,
458614,d001,,,
458615,d004,,,
458615,d009,,,
458616,d006,,,
458617,d003,,,
458618,d004,,,
458619,d007,,,
458620,d005,,,
458621,d008,,,
458622,d001,,,
458623,d002,,,
458623,d007,,,
458624,d005,,,
458625,d005,,,
458626,d004,,,
458627,d009,,,
458628,d002,,,
458629,d005,,,
458630,d008,,,
458631,d005,,,
458632,d007,,,
458633,d001,,,
458633,d007,,,
458634,d005,,,
458635,d007,,,
458636,d004,,,
458637,d006,,,
458638,d003,,,
458639,d003,,,
458640,d007,,,
458641,d004,,,
458641,d009,,,
458642,d004,,,
458643,d001,,,
458644,d004,,,
458645,d004,,,
458646,d005,,,
458647,d005,,,
458648,d005,,,
458649,d004,,,
458649,d005,,,
458650,d007,,,
458651,d005,,,
458652,d002,,,
458653,d004,,,
458654,d007,,,
458655,d009,,,
458656,d002,,,
458657,d004,,,
458658,d009,,,
458659,d007,,,
458660,d001,,,
458660,d007,,,
458661,d009,,,
458662,d001,,,
458663,d004,,,
458664,d003,,,
458665,d005,,,
458666,d003,,,
458667,d005,,,
458668,d004,,,
458669,d005,,,
458670,d005,,,
458670,d009,,,
458671,d005,,,
458672,d006,,,
458673,d005,,,
458674,d008,,,
458675,d009,,,
458676,d004,,,
458677,d006,,,
458678,d007,,,
458679,d001,,,
458679,d007,,,
458680,d005,,,
458681,d001,,,
458682,d005,,,
458683,d004,,,
458684,d004,,,
458685,d005,,,
458686,d007,,,
458687,d004,,,
458688,d003,,,
458689,d005,,,
458690,d005,,,
458690,d008,,,
458691,d008,,,
458692,d005,,,
458693,d006,,,
458694,d007,,,
458695,d007,,,
458696,d007,,,
458697,d002,,,
458698,d007,,,
458699,d005,,,
458700,d004,,,
458700,d006,,,
458701,d005,,,
458702,d005,,,
458703,d005,,,
458704,d005,,,
458705,d007,,,
458706,d003,,,
458707,d005,,,
458708,d004,,,
458708,d009,,,
458709,d007,,,
458710,d005,,,
458711,d002,,,
458712,d005,,,
458713,d005,,,
458714,d009,,,
458715,d001,,,
458716,d005,,,
458717,d005,,,
458717,d008,,,
458718,d004,,,
458719,d005,,,
458720,d005,,,
458721,d004,,,
458722,d004,,,
458723,d009,,,
458724,d008,,,
458725,d005,,,
458726,d009,,,
458727,d004,,,
458727,d006,,,
458728,d009,,,
458729,d007,,,
458730,d007,,,
458731,d004,,,
458732,d005,,,
458733,d001,,,
458734,d007,,,
458735,d001,,,
458735,d009,,,
458736,d005,,,
458737,d005,,,
458738,d004,,,
458739,d005,,,
458740,d003,,,
458741,d001,,,
458742,d005,,,
458743,d005,,,
458744,d009,,,
458745,d007,,,
458746,d004,,,
458746,d005,,,
458747,d007,,,
458748,d003,,,
458749,d007,,,
458750,d009,,,
458751,d007,,,
458752,d005,,,
458753,d008,,,
458754,d004,,,
458755,d005,,,
458755,d008,,,
458756,d001,,,
458757,d007,,,
458758,d007,,,
458759,d001,,,
458760,d004,,,
458761,d003,,,
458762,d007,,,
458763,d006,,,
458764,d002,,,
458765,d001,,,
458766,d001,,,
458766,d003,,,
458767,d007,,,
458768,d001,,,
458769,d005,,,
458770,d007,,,
458771,d007,,,
458772,d007,,,
458773,d004,,,
458774,d004,,,
458775,d004,,,
458775,d009,,,
458776,d007,,,
458777,d003,,,
458778,d004,,,
458779,d006,,,
458780,d004,,,
458781,d009,,,
458782,d004,,,
458783,d005,,,
458784,d005,,,
458784,d008,,,
458785,d004,,,
458786,d004,,,
458787,d007,,,
458788,d007,,,
458789,d003,,,
458790,d004,,,
458791,d002,,,
458792,d002,,,
458793,d002,,,
458793,d003,,,
458794,d007,,,
458795,d009,,,
458796,d005,,,
458797,d009,,,
458798,d005,,,
458799,d005,,,
458800,d007,,,
458801,d004,,,
458802,d004,,,
458803,d004,,,
458803,d005,,,
458804,d001,,,
458805,d002,,,
458806,d005,,,
458807,d004,,,
458808,d004,,,
458809,d004,,,
458810,d007,,,
458811,d004,,,
458812,d004,,,
458812,d009,,,
458813,d002,,,
458814,d007,,,
458815,d005,,,
458816,d006,,,
458817,d007,,,
458818,d004,,,
458819,d005,,,
458820,d003,,,
458821,d004,,,
458821,d009,,,
458822,d005,,,
458823,d004,,,
458824,d004,,,
458825,d005,,,
458826,d007,,,
458827,d004,,,
458828,d005,,,
458829,d004,,,
458829,d006,,,
458830,d005,,,
458831,d003,,,
458832,d005,,,
458833,d001,,,
458834,d005,,,
458835,d004,,,
458836,d005,,,
458837,d001,,,
458838,d005,,,
458839,d004,,,
458839,d005,,,
458840,d002,,,
458841,d004,,,
458842,d005,,,
458843,d005,,,
458844,d007,,,
458845,d004,,,
458846,d004,,,
458847,d006,,,
458848,d005,,,
458848,d008,,,
458849,d004,,,
458850,d006,,,
458851,d007,,,
458852,d002,,,
458853,d001,,,
458854,d005,,,
458855,d005,,,
458856,d008,,,
458857,d004,,,
458858,d005,,,
458858,d008,,,
458859,d006,,,
458860,d005,,,
458861,d005,,,
458862,d005,,,
458863,d008,,,
458864,d005,,,
458865,d006,,,
458866,d004,,,
458866,d005,,,
458867,d005,,,
458868,d005,,,
458869,d009,,,
458870,d004,,,
458871,d008,,,
458872,d005,,,
458873,d004,,,
458874,d004,,,
458875,d005,,,
458876,d002,,,
458876,d003,,,
458877,d001,,,
458878,d003,,,
458879,d005,,,
458880,d005,,,
458881,d004,,,
458882,d007,,,
458883,d003,,,
458884,d007,,,
458885,d004,,,
458885,d005,,,
458886,d005,,,
458887,d008,,,
458888,d004,,,
458889,d004,,,
458890,d001,,,
458891,d004,,,
458892,d005,,,
458893,d007,,,
458894,d009,,,
458895,d004,,,
458895,d005,,,
458896,d001,,,
458897,d005,,,
458898,d007,,,
458899,d004,,,
458900,d004,,,
458901,d005,,,
458902,d005,,,
458903,d002,,,
458904,d001,,,
458904,d009,,,
458905,d009,,,
458906,d007,,,
458907,d008,,,
458908,d005,,,
458909,d004,,,
458910,d006,,,
458911,d002,,,
458912,d005,,,
458913,d004,,,
458914,d004,,,
458915,d004,,,
458915,d009,,,
458916,d005,,,
458917,d002,,,
458918,d008,,,
458919,d005,,,
458920,d003,,,
458921,d004,,,
458922,d004,,,
458923,d005,,,
458924,d004,,,
458924,d006,,,
458925,d007,,,
458926,d004,,,
458927,d009,,,
458928,d004,,,
458929,d004,,,
458930,d001,,,
458931,d008,,,
458932,d008,,,
458933,d009,,,
458934,d009,,,
458935,d004,,,
458935,d006,,,
458936,d007,,,
458937,d005,,,
458938,d007,,,
458939,d004,,,
458940,d006,,,
458941,d009,,,
458942,d002,,,
458943,d008,,,
458944,d005,,,
458944,d009,,,
458945,d005,,,
458946,d007,,,
458947,d007,,,
458948,d007,,,
458949,d005,,,
458950,d004,,,
458951,d005,,,
458952,d005,,,
458953,d005,,,
458954,d005,,,
458954,d009,,,
458955,d007,,,
458956,d005,,,
458957,d006,,,
458958,d007,,,
458959,d005,,,
458960,d005,,,
458961,d007,,,
458962,d002,,,
458963,d005,,,
458963,d008,,,
458964,d005,,,
458965,d004,,,
458966,d005,,,
458967,d001,,,
458968,d003,,,
458969,d004,,,
458970,d006,,,
458971,d009,,,
458972,d005,,,
458973,d004,,,
458974,d002,,,
458974,d003,,,
458975,d002,,,
458976,d007,,,
458977,d008,,,
458978,d005,,,
458979,d005,,,
458980,d005,,,
458981,d009,,,
458982,d005,,,
458983,d004,,,
458983,d005,,,
458984,d005,,,
458985,d004,,,
458986,d009,,,
458987,d005,,,
458988,d005,,,
458989,d004,,,
458990,d004,,,
458991,d005,,,
458992,d005,,,
458993,d004,,,
458994,d004,,,
458994,d006,,,
458995,d004,,,
458996,d002,,,
458997,d001,,,
458998,d004,,,
458999,d007,,,
459000,d005,,,
459001,d005,,,
459002,d004,,,
459002,d009,,,
459003,d001,,,
459004,d004,,,
459005,d003,,,
459006,d005,,,
459007,d005,,,
459008,d007,,,
459009,d005,,,
459010,d005,,,
459011,d005,,,
459012,d005,,,
459012,d008,,,
459013,d007,,,
459014,d005,,,
459015,d007,,,
459016,d007,,,
459017,d005,,,
459018,d004,,,
459019,d001,,,
459020,d005,,,
459021,d001,,,
459021,d007,,,
459022,d001,,,
